player,season_end_year,squad,comp,archetype,archetype_name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,table
Aleksandar Mitrović,2024,Fulham,Premier League,3,Forward: Aerial Control + Distribution,-0.14453563024423488,0.3901072458641295,1.367356537828492,0.025675951559023247,0.7818018632085568,-2.086681161988281,-0.4790798090677981,1.1677081289270745,1.5576221053912604,-1.3262105867783305,-1.6513094374050183,FW
Aleksandar Stanković,2023,Inter,Serie A,0,Forward: Aerial Control + Possession Control,-4.50953351523907,-0.07682874584050126,1.4574026386900414,-0.3968654008545087,1.0281825262652546,0.6902727802432764,-0.29814912341475974,-0.817228223637585,-0.48667381416052535,0.4849341323038914,-0.0046320097449097375,FW
Aleksandar Stanković,2024,Inter,Serie A,0,Forward: Aerial Control + Possession Control,-4.598320674685311,-0.12495698171899505,1.445201812774343,-0.3517128833199905,1.56306767007095,0.8359135046472375,0.25324022930180945,-0.34663608223229403,-0.3612480974328207,0.37935994635526527,-0.155731439068461,FW
Aleksander Buksa,2022,Genoa,Serie A,3,Forward: Aerial Control + Distribution,-1.2580950595557,-1.8997937564517855,1.2215639456768947,0.020552219941180283,-0.5842381537111123,-2.5456206180624577,0.4286834175486547,-0.7410917114322046,2.173481110426934,0.15707806104836664,-1.8012010970677466,FW
Alessandro Falleni,2023,Atalanta,Serie A,0,Forward: Aerial Control + Possession Control,-4.50953351523907,-0.07682874584050126,1.4574026386900414,-0.3968654008545087,1.0281825262652546,0.6902727802432764,-0.29814912341475974,-0.817228223637585,-0.48667381416052535,0.4849341323038914,-0.0046320097449097375,FW
Alessandro Florenzi,2025,Milan,Serie A,1,Forward: Distribution + Ball Carrying,1.2335006756078428,-3.3754146025116256,-3.4677205168494964,2.612736450339142,3.9779346090388117,1.905343570861703,1.3698320878334016,-0.06219797694643603,-1.4549176619548518,0.45470506711512826,-2.2673206172272558,FW
Alessandro Vinciguerra,2024,Cagliari,Serie A,0,Forward: Aerial Control + Possession Control,-4.598320674685311,-0.12495698171899505,1.445201812774343,-0.3517128833199905,1.56306767007095,0.8359135046472375,0.25324022930180945,-0.34663608223229403,-0.3612480974328207,0.37935994635526527,-0.155731439068461,FW
Alessandro Vinciguerra,2025,Cagliari,Serie A,0,Forward: Aerial Control + Possession Control,-4.687107834131581,-0.17308521759747464,1.4330009868586444,-0.3065603657854723,2.097952813876418,0.9815542290511416,0.8046295820183786,0.1239560591729969,-0.23582238070511607,0.2737857604066676,-0.30683086839201223,FW
Alessio Raballo,2025,Torino,Serie A,0,Forward: Aerial Control + Possession Control,-4.687107834131581,-0.17308521759747464,1.4330009868586444,-0.3065603657854723,2.097952813876418,0.9815542290511416,0.8046295820183786,0.1239560591729969,-0.23582238070511607,0.2737857604066676,-0.30683086839201223,FW
Alessio Riccardi,2020,Roma,Serie A,0,Forward: Aerial Control + Possession Control,-4.24317203690029,0.06755596179496592,1.4940051164371368,-0.5323229534580634,-0.5764729051516042,0.253350607031507,-1.9523171815644673,-2.2290046478535714,-0.8629509643436677,0.8016566901497129,0.448666278225744,FW
